"No.","Time","Source","Destination","Protocol","Length","Info"
"103","36.984432222","157.240.195.56","10.0.2.15","TCP","62","443  >  59290 [RST, ACK] Seq=1 Ack=65 Win=65535 Len=0"
"132","50.561869880","10.0.2.15","157.240.195.56","TLSv1.2","125","Application Data"
"133","50.562761361","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=587 Ack=376 Win=65535 Len=0"
"134","50.712178531","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
"135","50.712224713","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=376 Ack=658 Win=65535 Len=0"
"162","61.168282899","157.240.195.56","10.0.2.15","TLSv1.2","882","Application Data"
"163","61.168353236","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=376 Ack=1484 Win=65535 Len=0"
"364","65.345620113","157.240.195.56","10.0.2.15","TLSv1.2","223","Application Data"
"365","65.345736477","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=376 Ack=1651 Win=65535 Len=0"
"370","66.467741291","10.0.2.15","157.240.195.56","TLSv1.2","149","Application Data"
"371","66.467987165","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=1651 Ack=469 Win=65535 Len=0"
"372","67.370790998","10.0.2.15","157.240.195.56","TLSv1.2","131","Application Data"
"373","67.371468178","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=1651 Ack=544 Win=65535 Len=0"
"386","72.395206035","10.0.2.15","157.240.195.56","TLSv1.2","125","Application Data"
"387","72.395762738","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=1651 Ack=613 Win=65535 Len=0"
"388","72.545779333","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
"389","72.545823145","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=613 Ack=1722 Win=65535 Len=0"
"460","90.427230991","10.0.2.15","157.240.195.56","TLSv1.2","125","Application Data"
"461","90.427664777","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=1722 Ack=682 Win=65535 Len=0"
"462","90.576667525","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
"463","90.576703328","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=682 Ack=1793 Win=65535 Len=0"
"464","91.288851026","157.240.195.56","10.0.2.15","TCP","1448","443  >  59306 [PSH, ACK] Seq=1793 Ack=682 Win=65535 Len=1392 [TCP segment of a reassembled PDU]"
"465","91.289421814","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=682 Ack=3185 Win=65535 Len=0"
"466","91.288851813","157.240.195.56","10.0.2.15","TLSv1.2","312","Application Data, Application Data"
"467","91.289511183","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=682 Ack=3441 Win=65535 Len=0"
"567","94.794469611","157.240.195.56","10.0.2.15","TLSv1.2","223","Application Data"
"568","94.794529946","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=682 Ack=3608 Win=65535 Len=0"
"569","94.864554019","10.0.2.15","157.240.195.56","TLSv1.2","149","Application Data"
"570","94.864803644","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=3608 Ack=775 Win=65535 Len=0"
"575","97.653497513","10.0.2.15","157.240.195.56","TLSv1.2","131","Application Data"
"576","97.654495129","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=3608 Ack=850 Win=65535 Len=0"
"607","108.718854010","10.0.2.15","157.240.195.56","TLSv1.2","125","Application Data"
"608","108.719429947","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=3608 Ack=919 Win=65535 Len=0"
"609","108.869514747","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
"610","108.869574051","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=919 Ack=3679 Win=65535 Len=0"
"647","122.583023171","157.240.195.56","10.0.2.15","TLSv1.2","1442","Application Data"
"648","122.583230952","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=919 Ack=5065 Win=65535 Len=0"
"655","124.671969884","10.0.2.15","157.240.195.56","TLSv1.2","149","Application Data"
"656","124.672320850","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=5065 Ack=1012 Win=65535 Len=0"
"661","126.825658937","157.240.195.56","10.0.2.15","TLSv1.2","223","Application Data"
"662","126.825741120","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=1012 Ack=5232 Win=65535 Len=0"
"671","130.633901946","10.0.2.15","157.240.195.56","TLSv1.2","131","Application Data"
"672","130.634172191","10.0.2.15","157.240.195.56","TLSv1.2","125","Application Data"
"673","130.634328184","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=5232 Ack=1087 Win=65535 Len=0"
"674","130.634970170","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=5232 Ack=1156 Win=65535 Len=0"
"675","130.784522169","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
"676","130.784590586","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=1156 Ack=5303 Win=65535 Len=0"
"730","153.925451807","157.240.195.56","10.0.2.15","TLSv1.2","850","Application Data"
"731","153.925554414","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=1156 Ack=6097 Win=65535 Len=0"
"738","156.105830778","10.0.2.15","157.240.195.56","TLSv1.2","149","Application Data"
"739","156.106203182","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=6097 Ack=1249 Win=65535 Len=0"
"744","158.259570108","157.240.195.56","10.0.2.15","TLSv1.2","223","Application Data"
"745","158.259647788","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=1249 Ack=6264 Win=65535 Len=0"
"750","160.065218444","10.0.2.15","157.240.195.56","TLSv1.2","131","Application Data"
"751","160.065381322","10.0.2.15","157.240.195.56","TLSv1.2","125","Application Data"
"752","160.065508920","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=6264 Ack=1324 Win=65535 Len=0"
"753","160.065509146","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=6264 Ack=1393 Win=65535 Len=0"
"754","160.215795039","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
"755","160.215937712","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=1393 Ack=6335 Win=65535 Len=0"
"794","176.117319925","10.0.2.15","157.240.195.56","TLSv1.2","125","Application Data"
"795","176.118227282","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=6335 Ack=1462 Win=65535 Len=0"
"796","176.267863109","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
"797","176.268018206","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=1462 Ack=6406 Win=65535 Len=0"
"820","184.173043586","157.240.195.56","10.0.2.15","TCP","1448","443  >  59306 [PSH, ACK] Seq=6406 Ack=1462 Win=65535 Len=1392 [TCP segment of a reassembled PDU]"
"821","184.173124834","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=1462 Ack=7798 Win=65535 Len=0"
"822","184.173512635","157.240.195.56","10.0.2.15","TLSv1.2","1656","Application Data, Application Data"
"823","184.173554545","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=1462 Ack=9398 Win=65535 Len=0"
"830","185.428088731","10.0.2.15","157.240.195.56","TLSv1.2","149","Application Data"
"831","185.428332623","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=9398 Ack=1555 Win=65535 Len=0"
"836","187.579753655","157.240.195.56","10.0.2.15","TLSv1.2","223","Application Data"
"837","187.579797051","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=1555 Ack=9565 Win=65535 Len=0"
"842","189.610386976","10.0.2.15","157.240.195.56","TLSv1.2","131","Application Data"
"843","189.610755534","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=9565 Ack=1630 Win=65535 Len=0"
"852","193.617924552","10.0.2.15","157.240.195.56","TLSv1.2","125","Application Data"
"853","193.618575146","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=9565 Ack=1699 Win=65535 Len=0"
"854","193.769281407","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
"855","193.769391403","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=1699 Ack=9636 Win=65535 Len=0"
"862","195.767720837","10.0.2.15","157.240.195.56","TLSv1.2","86","Application Data"
"863","195.767782160","10.0.2.15","157.240.195.56","TLSv1.2","3540","Application Data"
"864","195.768259155","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=9636 Ack=1729 Win=65535 Len=0"
"865","195.768259396","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=9636 Ack=3189 Win=65535 Len=0"
"866","195.768468245","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=9636 Ack=4649 Win=65535 Len=0"
"867","195.768468380","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=9636 Ack=5213 Win=65535 Len=0"
"868","195.864180899","10.0.2.15","157.240.195.56","TLSv1.2","174","Application Data"
"869","195.864512628","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=9636 Ack=5331 Win=65535 Len=0"
"870","195.918986020","157.240.195.56","10.0.2.15","TLSv1.2","119","Application Data"
"871","195.919020611","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=5331 Ack=9699 Win=65535 Len=0"
"872","196.039461961","157.240.195.56","10.0.2.15","TLSv1.2","295","Application Data"
"873","196.039517542","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=5331 Ack=9938 Win=65535 Len=0"
"882","196.197344376","10.0.2.15","157.240.195.56","TCP","76","59068  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2379722555 TSecr=0 WS=128"
"883","196.198006523","10.0.2.15","157.240.195.56","TCP","76","59080  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2379722556 TSecr=0 WS=128"
"884","196.199279568","10.0.2.15","157.240.195.56","TCP","76","59096  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 SACK_PERM=1 TSval=2379722557 TSecr=0 WS=128"
"885","196.260020861","157.240.195.56","10.0.2.15","TCP","62","443  >  59080 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"886","196.260085637","10.0.2.15","157.240.195.56","TCP","56","59080  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"887","196.260565874","157.240.195.56","10.0.2.15","TCP","62","443  >  59096 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"888","196.260607381","10.0.2.15","157.240.195.56","TCP","56","59096  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"889","196.260927511","157.240.195.56","10.0.2.15","TCP","62","443  >  59068 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"890","196.260941126","10.0.2.15","157.240.195.56","TCP","56","59068  >  443 [ACK] Seq=1 Ack=1 Win=64240 Len=0"
"891","196.262603404","10.0.2.15","157.240.195.56","TLSv1.3","573","Client Hello"
"892","196.262865983","157.240.195.56","10.0.2.15","TCP","62","443  >  59080 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"893","196.264644159","10.0.2.15","157.240.195.56","TLSv1.3","573","Client Hello"
"894","196.264922807","157.240.195.56","10.0.2.15","TCP","62","443  >  59068 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"895","196.266551039","10.0.2.15","157.240.195.56","TLSv1.3","573","Client Hello"
"896","196.266804018","157.240.195.56","10.0.2.15","TCP","62","443  >  59096 [ACK] Seq=1 Ack=518 Win=65535 Len=0"
"897","196.323932618","157.240.195.56","10.0.2.15","TLSv1.3","2840","Server Hello, Change Cipher Spec, Application Data, Application Data"
"898","196.323994129","10.0.2.15","157.240.195.56","TCP","56","59080  >  443 [ACK] Seq=518 Ack=2785 Win=62780 Len=0"
"899","196.325894725","157.240.195.56","10.0.2.15","TLSv1.3","449","Application Data"
"900","196.325931064","10.0.2.15","157.240.195.56","TCP","56","59080  >  443 [ACK] Seq=518 Ack=3178 Win=62780 Len=0"
"901","196.328077180","157.240.195.56","10.0.2.15","TLSv1.3","2840","Server Hello, Change Cipher Spec, Application Data, Application Data"
"902","196.328100566","10.0.2.15","157.240.195.56","TCP","56","59068  >  443 [ACK] Seq=518 Ack=2785 Win=62780 Len=0"
"903","196.328077385","157.240.195.56","10.0.2.15","TLSv1.3","2976","Server Hello, Change Cipher Spec, Application Data, Application Data"
"904","196.328136808","10.0.2.15","157.240.195.56","TCP","56","59096  >  443 [ACK] Seq=518 Ack=2921 Win=62780 Len=0"
"905","196.328342849","157.240.195.56","10.0.2.15","TLSv1.3","313","Application Data"
"906","196.328361005","10.0.2.15","157.240.195.56","TCP","56","59096  >  443 [ACK] Seq=518 Ack=3178 Win=62523 Len=0"
"907","196.328868236","157.240.195.56","10.0.2.15","TLSv1.3","448","Application Data"
"908","196.328888294","10.0.2.15","157.240.195.56","TCP","56","59068  >  443 [ACK] Seq=518 Ack=3177 Win=62388 Len=0"
"909","196.342464212","10.0.2.15","157.240.195.56","TLSv1.3","120","Change Cipher Spec, Application Data"
"910","196.342775125","157.240.195.56","10.0.2.15","TCP","62","443  >  59068 [ACK] Seq=3177 Ack=582 Win=65535 Len=0"
"911","196.343047075","10.0.2.15","157.240.195.56","TLSv1.3","120","Change Cipher Spec, Application Data"
"912","196.343252472","157.240.195.56","10.0.2.15","TCP","62","443  >  59080 [ACK] Seq=3178 Ack=582 Win=65535 Len=0"
"913","196.343416106","10.0.2.15","157.240.195.56","TLSv1.3","120","Change Cipher Spec, Application Data"
"914","196.343691679","157.240.195.56","10.0.2.15","TCP","62","443  >  59096 [ACK] Seq=3178 Ack=582 Win=65535 Len=0"
"915","196.343815646","10.0.2.15","157.240.195.56","TLSv1.3","226","Application Data"
"916","196.343852042","10.0.2.15","157.240.195.56","TLSv1.3","413","Application Data"
"917","196.344024770","157.240.195.56","10.0.2.15","TCP","62","443  >  59068 [ACK] Seq=3177 Ack=752 Win=65535 Len=0"
"918","196.344024856","157.240.195.56","10.0.2.15","TCP","62","443  >  59068 [ACK] Seq=3177 Ack=1109 Win=65535 Len=0"
"919","196.344040865","10.0.2.15","157.240.195.56","TLSv1.3","1047","Application Data"
"920","196.344215207","157.240.195.56","10.0.2.15","TCP","62","443  >  59068 [ACK] Seq=3177 Ack=2100 Win=65535 Len=0"
"921","196.346443977","10.0.2.15","157.240.195.56","TLSv1.3","243","Application Data"
"922","196.346614137","10.0.2.15","157.240.195.56","TLSv1.3","243","Application Data"
"923","196.346824473","157.240.195.56","10.0.2.15","TCP","62","443  >  59080 [ACK] Seq=3178 Ack=769 Win=65535 Len=0"
"924","196.346824725","157.240.195.56","10.0.2.15","TCP","62","443  >  59096 [ACK] Seq=3178 Ack=769 Win=65535 Len=0"
"925","196.349465089","10.0.2.15","157.240.195.56","TLSv1.3","208","Application Data"
"926","196.349565588","10.0.2.15","157.240.195.56","TLSv1.3","1036","Application Data"
"927","196.349944297","157.240.195.56","10.0.2.15","TCP","62","443  >  59068 [ACK] Seq=3177 Ack=2252 Win=65535 Len=0"
"928","196.350028877","157.240.195.56","10.0.2.15","TCP","62","443  >  59068 [ACK] Seq=3177 Ack=3232 Win=65535 Len=0"
"929","196.351328514","10.0.2.15","157.240.195.56","TLSv1.3","208","Application Data"
"930","196.351383602","10.0.2.15","157.240.195.56","TLSv1.3","980","Application Data"
"931","196.351690779","157.240.195.56","10.0.2.15","TCP","62","443  >  59068 [ACK] Seq=3177 Ack=3384 Win=65535 Len=0"
"932","196.351690997","157.240.195.56","10.0.2.15","TCP","62","443  >  59068 [ACK] Seq=3177 Ack=4308 Win=65535 Len=0"
"933","196.402982277","157.240.195.56","10.0.2.15","TLSv1.3","227","Application Data"
"934","196.403403792","10.0.2.15","157.240.195.56","TLSv1.3","80","Application Data"
"935","196.403412810","157.240.195.56","10.0.2.15","TLSv1.3","130","Application Data"
"936","196.403432572","10.0.2.15","157.240.195.56","TCP","56","59080  >  443 [RST, ACK] Seq=793 Ack=3423 Win=62780 Len=0"
"937","196.403692036","157.240.195.56","10.0.2.15","TCP","62","443  >  59080 [ACK] Seq=3423 Ack=793 Win=65535 Len=0"
"938","196.403705992","10.0.2.15","157.240.195.56","TCP","56","59080  >  443 [RST] Seq=793 Win=0 Len=0"
"939","196.403882742","157.240.195.56","10.0.2.15","TCP","62","443  >  59080 [RST, ACK] Seq=3707950591 Ack=793 Win=0 Len=0"
"940","196.404680977","157.240.195.56","10.0.2.15","TLSv1.3","301","Application Data, Application Data"
"941","196.404968567","10.0.2.15","157.240.195.56","TLSv1.3","80","Application Data"
"942","196.404987319","10.0.2.15","157.240.195.56","TCP","56","59096  >  443 [FIN, ACK] Seq=793 Ack=3423 Win=62780 Len=0"
"943","196.405267144","157.240.195.56","10.0.2.15","TCP","62","443  >  59096 [ACK] Seq=3423 Ack=793 Win=65535 Len=0"
"944","196.405267208","157.240.195.56","10.0.2.15","TCP","62","443  >  59096 [ACK] Seq=3423 Ack=794 Win=65535 Len=0"
"945","196.405392827","157.240.195.56","10.0.2.15","TLSv1.3","227","Application Data"
"946","196.406537020","157.240.195.56","10.0.2.15","TLSv1.3","174","Application Data, Application Data"
"947","196.406613574","10.0.2.15","157.240.195.56","TLSv1.3","87","Application Data"
"948","196.406880563","157.240.195.56","10.0.2.15","TCP","62","443  >  59068 [ACK] Seq=3466 Ack=4339 Win=65535 Len=0"
"949","196.407008328","157.240.195.56","10.0.2.15","TLSv1.3","104","Application Data"
"950","196.407019195","10.0.2.15","157.240.195.56","TCP","56","59096  >  443 [RST] Seq=794 Win=0 Len=0"
"951","196.412732495","157.240.195.56","10.0.2.15","TLSv1.3","91","Application Data"
"952","196.415175742","157.240.195.56","10.0.2.15","TLSv1.3","91","Application Data"
"953","196.415362267","10.0.2.15","157.240.195.56","TCP","56","59068  >  443 [ACK] Seq=4339 Ack=3536 Win=62780 Len=0"
"956","196.520253518","157.240.195.56","10.0.2.15","TLSv1.3","546","Application Data"
"959","196.525788853","157.240.195.56","10.0.2.15","TLSv1.3","256","Application Data"
"960","196.526113515","10.0.2.15","157.240.195.56","TCP","56","59068  >  443 [ACK] Seq=4339 Ack=4226 Win=62780 Len=0"
"961","196.682549446","157.240.195.56","10.0.2.15","TLSv1.3","258","Application Data"
"962","196.726938506","10.0.2.15","157.240.195.56","TCP","56","59068  >  443 [ACK] Seq=4339 Ack=4428 Win=62780 Len=0"
"1013","217.210248024","157.240.195.56","10.0.2.15","TLSv1.2","483","Application Data"
"1014","217.210292335","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=5331 Ack=10365 Win=65535 Len=0"
"1015","218.388767654","10.0.2.15","157.240.195.56","TLSv1.2","149","Application Data"
"1016","218.389098539","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=10365 Ack=5424 Win=65535 Len=0"
"1023","220.541064148","157.240.195.56","10.0.2.15","TLSv1.2","223","Application Data"
"1024","220.541107876","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=5424 Ack=10532 Win=65535 Len=0"
"1027","222.277749237","10.0.2.15","157.240.195.56","TLSv1.2","131","Application Data"
"1028","222.278302211","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=10532 Ack=5499 Win=65535 Len=0"
"1037","225.361078164","10.0.2.15","157.240.195.56","TLSv1.2","125","Application Data"
"1038","225.361533125","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=10532 Ack=5568 Win=65535 Len=0"
"1039","225.511703211","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
"1040","225.511833414","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=5568 Ack=10603 Win=65535 Len=0"
"1091","248.407548103","10.0.2.15","157.240.195.56","TLSv1.2","125","Application Data"
"1092","248.407998203","157.240.195.56","10.0.2.15","TCP","62","443  >  59306 [ACK] Seq=10603 Ack=5637 Win=65535 Len=0"
"1095","248.557299385","157.240.195.56","10.0.2.15","TLSv1.2","127","Application Data"
"1096","248.557340353","10.0.2.15","157.240.195.56","TCP","56","59306  >  443 [ACK] Seq=5637 Ack=10674 Win=65535 Len=0"
